Event Title,Event Type,Date Time,Country,City,Infrastructure Affected,Severity,Latitude,Longitude,Url,Description
COSTA RICA - Unique Dengue Disease Outbreak Heads North,Dengue Hemorrhagic Fever,2023-05-07 11:54:09,CR (Costa Rica),Sarapaqui,Unknown,Severe,10.4539870,-84.0193860,https://www.vaxbeforetravel.com/unique-dengue-disease-outbreak-heads-north,"[vaxbeforetravel.com] COSTA RICA - Unique Dengue Disease Outbreak Heads North
""For the first time since 2000, all four types of Dengue virus have been detected simultaneously in the Republic of Costa Rica.""
Read the full article:
https://www.vaxbeforetravel.com/unique-dengue-disease-outbreak-heads-north"
UNITED KINGDOM - 2 Poultry Workers In UK Test Positive For Bird Flu,Avian Flu H7N9 / H5N1 / H5N2 / H7N1 / H7N3 / H7N7 / H5N8,2023-05-17 11:42:16,UK (United Kingdom),"London, UK",Unknown,Unknown,51.5072180,-0.1275860,https://www.republicworld.com/world-news/uk-news/two-poultry-workers-in-uk-test-positive-for-bird-flu-articleshow.html,"[Associated Press Television News] UNITED KINGDOM - Two Poultry Workers In UK Test Positive For Bird Flu
""The two are the first humans to test positive for the virus in the U.K. since the agency announced a case of a 79-year-old English man who was infected after allowing ducks into his home.""
Read the full article:
https://www.republicworld.com/world-news/uk-news/two-poultry-workers-in-uk-test-positive-for-bird-flu-articleshow.html
 "
LUXEMBOURG - 3 New Cases Of Avian Flu Detected In Remerschen,Avian Flu H7N9 / H5N1 / H5N2 / H7N1 / H7N3 / H7N7 / H5N8,2023-05-15 16:05:07,LU (Luxembourg),Remerschen,Unknown,Severe,49.4877690,6.3512480,https://today.rtl.lu/news/luxembourg/a/2062944.html,"[RTL] LUXEMBOURG - Three new cases of avian flu detected in Remerschen
""The Ministry of Agriculture, Viticulture and Rural Development released a statement on Monday to announce that three new cases of avian flu were recently detected in Remerschen.""
Read the full article:
https://today.rtl.lu/news/luxembourg/a/2062944.html
 "
DISTRICT OF COLUMBIA - The US Is Undergoing Its Worst Bird Flu Outbreak Ever,H7N9 / H5N1 / H5N2 / H7N1 / H7N3 / H7N7 / H5N8 Coronavirus,2023-05-15 15:05:37,US (United States),Washington D.C.,Unknown,Severe,38.8951100,-77.0363700,https://idahocapitalsun.com/2023/05/15/the-u-s-is-undergoing-its-worst-bird-flu-outbreak-ever-is-a-poultry-vaccine-the-answer/,"[Idaho Capital Sun] DISTRICT OF COLUMBIA - The U.S. is undergoing its worst bird flu outbreak ever. Is a poultry vaccine the answer?
""The deadliest outbreak of bird flu in U.S. history is prompting growing concern in Congress, and Department of Agriculture researchers are awaiting the preliminary results of four trials of vaccines for poultry.""
Read the full article:
https://idahocapitalsun.com/2023/05/15/the-u-s-is-undergoing-its-worst-bird-flu-outbreak-ever-is-a-poultry-vaccine-the-answer/
 "
FRANCE - Mpox Showing Signs Of Return,Monkey Pox,2023-05-12 20:13:43,FR (France),Paris,Unknown,Severe,48.8566140,2.3522220,https://www.washingtonpost.com/health/2023/05/12/mpox-monkeypox-gay-bisexual-men/,"[washingtonpost.com] FRANCE - Monkeypox, now known as mpox, showing signs of return
""That’s the message from public health authorities and LGBT health providers as cases rise in some countries and small clusters of infections in vaccinated people have been detected in Chicago and France.""
Read the full article:
https://www.washingtonpost.com/health/2023/05/12/mpox-monkeypox-gay-bisexual-men/
 "
ILLINOIS - CDC Investigating Possible Mpox Resurgence Amid Dozens Of New Cases Nationwide,Monkey Pox,2023-05-10 15:19:41,US (United States),"Chicago, IL, USA",Unknown,Severe,41.8781140,-87.6297980,https://www.cbsnews.com/news/mpox-resurgence-dozens-new-cases-nationwide-cdc-investigating/,"[cbsnews.com] ILLINOIS - CDC investigating possible mpox resurgence amid dozens of new cases nationwide
""The U.S. Centers for Disease Control and Prevention said Wednesday it was working with multiple health departments to investigate new mpox cases around the country, less than a month after officials had hailed the weekly pace of new infections slowing to zero nationwide.""
Read the full article:
https://www.cbsnews.com/news/mpox-resurgence-dozens-new-cases-nationwide-cdc-investigating/
 "
"ILLINOIS - Mpox - Formerly Monkeypox - Cases On Rise In Chicago - Vaccines Recommended, Health Experts Say",Monkey Pox,2023-05-10 09:11:31,US (United States),"Chicago, IL, USA",Unknown,Severe,41.8781140,-87.6297980,https://abc7chicago.com/monkeypox-chicago-mpox-vaccine-how-is-transmitted/13228418/,"[WLS] ILLINOIS - Mpox, formerly Monkeypox, cases on rise in Chicago; vaccines recommended, health experts say
""Howard Brown Health has issued a warning that cases of Mpox, formerly called monkeypox, are on the rise in Chicago.""
Read the full article:
https://abc7chicago.com/monkeypox-chicago-mpox-vaccine-how-is-transmitted/13228418/
 "
BRAZIL - 4th Monkeypox Death Reported In Minas Gerais - 1st In 6 Months,Monkey Pox,2023-05-07 11:57:18,BR (Brazil),Minas Gerais,Unknown,Unknown,-19.7664430,-44.0872710,https://outbreaknewstoday.com/4th-monkeypox-death-reported-in-minas-gerais-1st-in-6-months-35259/,"[outbreaknewstoday.com] BRAZIL - 4th monkeypox death reported in Minas Gerais, 1st in 6 months
""The Minas Gerais State Health Secretariat (SES-MG) reports that as of 05/05/2023, 615  cases of Monkeypox, or Mpox have been confirmed by laboratory tests. Another 2,487 cases have been discarded and there are 81 suspected cases.""
Read the full article:
https://outbreaknewstoday.com/4th-monkeypox-death-reported-in-minas-gerais-1st-in-6-months-35259/"
PAKISTAN - Hangu - Wild Poliovirus Detected In Sewage Samples From Peshawar And Hangu,Polio,2023-05-11 01:02:00,PK (Pakistan),"Hangu, Pakistan",Unknown,Severe,33.5223290,71.0616620,https://outbreaknewstoday.com/pakistan-wild-poliovirus-detected-in-sewage-samples-from-peshawar-and-hangu-58900/,"[outbreaknewstoday.com] PAKISTAN - Pakistan: Wild poliovirus detected in sewage samples from Peshawar and Hangu
""The virus was found in an environmental sample collected from Naray Khuwar site in Peshawar on April 10 and in another collected from Civil Hospital-Jani Chowk site in Hangu on April 10. According to the Pakistan Polio Laboratory at the National Institute of Health, the two detected viruses are genetically linked to poliovirus that was found in the environment in Nangarhar, Afghanistan in January this year.""
Read the full article:
https://outbreaknewstoday.com/pakistan-wild-poliovirus-detected-in-sewage-samples-from-peshawar-and-hangu-58900/"
PAKISTAN - Peshawar - Wild Poliovirus Detected In Sewage Samples From Peshawar And Hangu,Polio,2023-05-10 00:58:01,PK (Pakistan),"Peshawar, Pakistan",Unknown,Severe,34.0151370,71.5249150,https://outbreaknewstoday.com/pakistan-wild-poliovirus-detected-in-sewage-samples-from-peshawar-and-hangu-58900/,"[outbreaknewstoday.com] PAKISTAN - Pakistan: Wild poliovirus detected in sewage samples from Peshawar and Hangu
""The virus was found in an environmental sample collected from Naray Khuwar site in Peshawar on April 10 and in another collected from Civil Hospital-Jani Chowk site in Hangu on April 10. According to the Pakistan Polio Laboratory at the National Institute of Health, the two detected viruses are genetically linked to poliovirus that was found in the environment in Nangarhar, Afghanistan in January this year.""
Read the full article:
https://outbreaknewstoday.com/pakistan-wild-poliovirus-detected-in-sewage-samples-from-peshawar-and-hangu-58900/"
SUDAN - UNICEF - More Than 1 Million Polio Vaccines Destroyed In Sudan,Vaccines,2023-05-05 14:58:54,SD (Sudan),Khartoum,Unknown,Severe,15.5517700,32.5324100,https://www.reuters.com/world/africa/unicef-more-than-1-million-polio-vaccines-lost-sudan-2023-05-05/,"[Reuters] SUDAN - UNICEF: More than 1 million polio vaccines destroyed in Sudan
""More than 1 million polio vaccines intended for children have been destroyed as a result of looting in Sudan during the upsurge in violence since April, the U.N. children's agency UNICEF told Reuters on Friday.""
Read the full article:
https://www.reuters.com/world/africa/unicef-more-than-1-million-polio-vaccines-lost-sudan-2023-05-05/"
INDIA - 21 Fresh Covid Cases In Delhi Positivity Rate 1.11 Pc,Coronavirus,2023-05-18 17:07:01,IN (India),"Delhi, India",Unknown,Severe,28.7040590,77.1024900,https://www.theweek.in/wire-updates/national/2023/05/18/des61-dl-covid-cases.html,"[PTI] INDIA - 21 fresh Covid cases in Delhi positivity rate 1.11 pc
""Delhi on Thursday logged 21 fresh Covid cases with a reduced positivity rate of 1.11 per cent, according to the data shared by the city government's health department.""
Read the full article:
https://www.theweek.in/wire-updates/national/2023/05/18/des61-dl-covid-cases.html
 "
INDIA - India Records 906 Fresh Cases - Active Caseload Declines To 10179,Coronavirus,2023-05-18 17:04:33,IN (India),"New Delhi, Delhi, India",Unknown,Severe,28.6139390,77.2090210,https://timesofindia.indiatimes.com/india/covid-19-india-records-906-fresh-cases-active-caseload-declines-to-10179/articleshow/100319625.cms,"[PTI] INDIA - Covid-19: India records 906 fresh cases, active caseload declines to 10,179
""India witnessed a single-day rise of 906 new Covid-19 cases as the active cases declined to 10,179, according to Union Health Ministry data updated on Thursday.""
Read the full article:
https://timesofindia.indiatimes.com/india/covid-19-india-records-906-fresh-cases-active-caseload-declines-to-10179/articleshow/100319625.cms
 "
INDIA - Mumbai Logs 21 New Covid-19 Cases,Coronavirus,2023-05-18 17:02:46,IN (India),"Mumbai, Maharashtra, India",Unknown,Severe,19.0759840,72.8776560,https://www.mid-day.com/mumbai/mumbai-news/article/mumbai-logs-21-new-covid-19-cases-23287371,"[PTI] INDIA - Mumbai logs 21 new Covid-19 cases
""Mumbai on Thursday reported 21 new coronavirus positive cases, which took its overall tally to 11,63,598, the Brihanmumbai Municipal Corporation (BMC) said.""
Read the full article:
https://www.mid-day.com/mumbai/mumbai-news/article/mumbai-logs-21-new-covid-19-cases-23287371
 "
INDIA - Maharashtra Sees 22 Covid-19 Cases - 3 Deaths,Coronavirus,2023-05-16 18:35:58,IN (India),"Maharashtra, India",Unknown,Unknown,19.7514800,75.7138880,https://www.outlookindia.com/national/maharashtra-sees-22-covid-19-cases-three-deaths-news-286580,"[PTI] INDIA - Maharashtra Sees 22 Covid-19 Cases, Three Deaths
""Maharashtra on Monday reported 22 Covid-19 cases, taking the tally to 81,68,425, a state health department report said. The death toll in the state increased to 1,48,545 as three persons died in the last 24 hours due to complications related to the viral disease, the department said.""
Read the full article:
https://www.outlookindia.com/national/maharashtra-sees-22-covid-19-cases-three-deaths-news-286580
 "
IRAN - Covid In Iran - Over 40 New Cases - 3 Deaths,Coronavirus,2023-05-16 18:34:31,IR (Iran),"Tehran, Tehran Province, Iran",Unknown,Severe,35.7218580,51.3346950,https://www.farsnews.ir/en/news/14020226000407/COVID-in-Iran-Over-40-New-Cases-3-Deahs,"[FNA] IRAN - COVID in Iran: Over 40 New Cases, 3 Deaths
"" The Iranian health ministry announced on Tuesday that more than 40 new cases of coronavirus infection have been identified across the country during the past 24 hours, adding that three patients have passed away in the same period of time.""
Read the full article:
https://www.farsnews.ir/en/news/14020226000407/COVID-in-Iran-Over-40-New-Cases-3-Deahs
 "
TAIWAN - Covid-19 Cases Rise 33 Percent,Coronavirus,2023-05-16 18:32:28,TW (Taiwan),Taipei,Unknown,Severe,25.0477600,121.5318500,https://www.taipeitimes.com/News/taiwan/archives/2023/05/17/2003799950,"[taipei times] TAIWAN- COVID-19 cases rise 33 percent
""The daily reported number of moderate to severe cases of COVID-19 increased 33 percent last week from a week earlier, indicating a fourth wave of local Omicron infections, the Centers for Disease Control (CDC) said yesterday.""
Read the full article:
https://www.taipeitimes.com/News/taiwan/archives/2023/05/17/2003799950
 "
MOLDOVA - Over 70 Cases Of Infection With Covid-19 Registered In Moldova In Last Week,Coronavirus,2023-05-16 18:31:50,MD (Moldova),Chisinau,Unknown,Severe,47.0055600,28.8575000,https://www.moldpres.md/en/news/2023/05/16/23003895,"[moldpres] MOLDOVA - Over 70 cases of infection with COVID-19 registered in Moldova in last week
""Seventy six cases of infection with the new-type coronavirus have been recorded in Moldova in the last week.According to the Health Ministry, on the same period, 11,637 tests were made and three deaths were registered.""
Read the full article:
https://www.moldpres.md/en/news/2023/05/16/23003895
 "
INDIA - India Reports Over 656 New Covid Cases,Coronavirus,2023-05-16 10:28:49,IN (India),New Delhi,Unknown,Severe,28.6357600,77.2244500,https://www.livemint.com/news/india/indias-covid-19-cases-drop-to-656-in-the-last-24-hours-booster-doses-urged-to-combat-new-variant-xbb116-11684217311358.html,"[Livemint] INDIA - India reports over 656 new covid cases
""India’s covid-19 cases have witnessed a notable drop, with 656 new cases reported in the last 24 hours, as per the health ministry data on Tuesday. The total number of active cases has dropped to 13,037, demonstrating a significant downturn in the pandemic’s trajectory in the country.""
Read the full article:
https://www.livemint.com/news/india/indias-covid-19-cases-drop-to-656-in-the-last-24-hours-booster-doses-urged-to-combat-new-variant-xbb116-11684217311358.html
 "
DISTRICT OF COLUMBIA - The US Is Undergoing Its Worst Bird Flu Outbreak Ever,H7N9 / H5N1 / H5N2 / H7N1 / H7N3 / H7N7 / H5N8 Coronavirus,2023-05-15 15:05:37,US (United States),Washington D.C.,Unknown,Severe,38.8951100,-77.0363700,https://idahocapitalsun.com/2023/05/15/the-u-s-is-undergoing-its-worst-bird-flu-outbreak-ever-is-a-poultry-vaccine-the-answer/,"[Idaho Capital Sun] DISTRICT OF COLUMBIA - The U.S. is undergoing its worst bird flu outbreak ever. Is a poultry vaccine the answer?
""The deadliest outbreak of bird flu in U.S. history is prompting growing concern in Congress, and Department of Agriculture researchers are awaiting the preliminary results of four trials of vaccines for poultry.""
Read the full article:
https://idahocapitalsun.com/2023/05/15/the-u-s-is-undergoing-its-worst-bird-flu-outbreak-ever-is-a-poultry-vaccine-the-answer/
 "
INDIA - Coimbatore District Reports Three New Covid-19 Cases,Coronavirus,2023-05-15 10:32:12,IN (India),"Coimbatore, Tamil Nadu, India",Unknown,Severe,11.0168440,76.9558320,https://www.thehindu.com/news/cities/Coimbatore/coimbatore-district-reports-three-new-covid-19-cases/article66854471.ece,"[THE HINDU BUREAU] INDIA - Coimbatore district reports three new COVID-19 cases
""Coimbatore district on Monday reported three new cases of COVID-19. The Health Department said that 13 persons recovered from the disease on Monday and the district had 80 active cases. ""
Read the full article:
https://www.thehindu.com/news/cities/Coimbatore/coimbatore-district-reports-three-new-covid-19-cases/article66854471.ece
 "
BULGARIA - Covid-19 In Bulgaria - 31 New Cases In The Last 24 Hours,Coronavirus,2023-05-14 15:04:53,BG (Bulgaria),Sofia,Unknown,Unknown,42.6975100,23.3241500,https://www.novinite.com/articles/220090/COVID-19+in+Bulgaria%3A+31+New+Cases+in+the+Last+24+hours,"[novinite.com] BULGARIA - COVID-19 in Bulgaria: 31 New Cases in the Last 24 hours
""31 are the new confirmed cases of infection with Covid-19 in Bulgaria over the last 24 hours, One infected person died. 3 infected have been cured.""
Read the full article:
https://www.novinite.com/articles/220090/COVID-19+in+Bulgaria%3A+31+New+Cases+in+the+Last+24+hours
 "
INDIA - 1272 New Covid Cases In India In Past 24 Hours - 3 Deaths,Coronavirus,2023-05-14 15:03:41,IN (India),"Chandigarh, Punjab, India",Unknown,Unknown,30.5389940,75.9550330,https://www.ndtv.com/india-news/1-272-new-covid-cases-in-india-in-past-24-hours-3-deaths-4032964,"[PTI] INDIA - 1,272 New Covid Cases In India In Past 24 Hours, 3 Deaths
""The death count has increased to 5,31,770 with three deaths. While two deaths were reported from Punjab, one was from West Bengal, the data updated at 8 am stated.""
Read the full article:
https://www.ndtv.com/india-news/1-272-new-covid-cases-in-india-in-past-24-hours-3-deaths-4032964
 "
INDIA - 1272 New Covid Cases In India In Past 24 Hours - 3 Deaths,Coronavirus,2023-05-14 14:57:31,IN (India),"Calcutta, West Bengal, India",Unknown,Severe,22.5726460,88.3638950,https://www.ndtv.com/india-news/1-272-new-covid-cases-in-india-in-past-24-hours-3-deaths-4032964,"[PTI] INDIA - 1,272 New Covid Cases In India In Past 24 Hours, 3 Deaths
""The death count has increased to 5,31,770 with three deaths. While two deaths were reported from Punjab, one was from West Bengal, the data updated at 8 am stated.""
Read the full article:
https://www.ndtv.com/india-news/1-272-new-covid-cases-in-india-in-past-24-hours-3-deaths-4032964
 "
INDIA - India Records 1272 New Covid Cases With Active Infections Number Dipping To 15515,Coronavirus,2023-05-14 05:42:49,IN (India),New Delhi,Unknown,Severe,28.6357600,77.2244500,https://www.telegraphindia.com/india/india-records-1272-new-covid-cases-with-active-infections-number-dipping-to-15515/cid/1936766,"[telegraphindia.com] INDIA - India records 1,272 new Covid cases with active infections number dipping to 15,515
""The death toll has increased to 5,31,770 with three deaths. While two deaths were reported from Punjab, one was from West Bengal, the data updated at 8 am stated.""
Read the full article:
https://www.telegraphindia.com/india/india-records-1272-new-covid-cases-with-active-infections-number-dipping-to-15515/cid/1936766"
INDIA - 5 New Covid Cases In UT - Panchkula Has One,Coronavirus,2023-05-13 05:51:55,IN (India),"Panchkula, Haryana, India",Unknown,Severe,30.6942090,76.8605650,https://timesofindia.indiatimes.com/city/chandigarh/5-new-covid-cases-in-ut-panchkula-has-one/articleshow/100219502.cms?from=mdr,"[TNN] INDIA - 5 new Covid cases in UT, Panchkula has one
""One fresh case of Covid-19 was reported in the Panchkula district on Saturday, making a total of 19 active cases in the district.""
Read the full article:
https://timesofindia.indiatimes.com/city/chandigarh/5-new-covid-cases-in-ut-panchkula-has-one/articleshow/100219502.cms?from=mdr"
CANADA - New COVID-19 Outbreak Hits Oakville Community,Coronavirus,2023-05-12 23:34:08,CA (Canada),"Oakville, Ontario, Canada",Unknown,Severe,43.4675170,-79.6876660,https://www./news/new-covid-19-outbreak-hits-oakville-community/article_6c74fb88-d83f-5acb-9d06-66dfb105e47f.html,"[insidehalton.com] CANADA - New COVID-19 outbreak hits Oakville community
""There are now two known and active outbreaks in the region.""
Read the full article:
https://www./news/new-covid-19-outbreak-hits-oakville-community/article_6c74fb88-d83f-5acb-9d06-66dfb105e47f.html"
GREECE - Rise In Coronavirus Infections - 52 Covid-Deaths May 1-7,Coronavirus,2023-05-12 18:34:49,GR (Greece),"Athens, Greece",Unknown,Unknown,37.9838100,23.7275390,https://www.keeptalkinggreece.com/2023/05/11/coronavirus-greece-infections-rise-deaths/,"[keep talking greece] GREECE - Rise in coronavirus infections; 52 Covid-deaths May 1-7
""At present, 61 people are intubated with Covid-19 in Greek hospitals, while another 52 died during the week of May 1-7. The median age of those who died was 86 (age range: 68-99).""
Read the full article:
https://www.keeptalkinggreece.com/2023/05/11/coronavirus-greece-infections-rise-deaths/
 "
BANGLADESH - Bangladesh Reports 24 New Covid Cases - No Deaths In A Day,Coronavirus,2023-05-11 15:16:05,BD (Bangladesh),Dhaka,Unknown,Severe,23.8109300,90.3654200,https://bdnews24.com/coronavirus-pandemic/0vv3oa0jxh,"[bdnews24.com] BANGLADESH - Bangladesh reports 24 new COVID cases, no deaths in a day
""The death toll from the disease stayed unchanged at 29,446 over the 24-hour period, according to the latest government data released on Thursday.""
Read the full article:
https://bdnews24.com/coronavirus-pandemic/0vv3oa0jxh
 "
NEPAL - Nepal Reports 30 New Covid-19 Cases,Coronavirus,2023-05-11 15:14:21,NP (Nepal),Kathmandu,Unknown,Severe,27.7016900,85.3206000,https://kathmandupost.com/national/2023/05/11/nepal-reports-30-new-covid-19-cases,"[kathmandupost.com] NEPAL - Nepal reports 30 new Covid-19 cases
""The new cases were confirmed through 1,630 tests—820 through RT-PCR and 810 through antigen—performed during the period, the Ministry of Health and Population said on Thursday.""
Read the full article:
https://kathmandupost.com/national/2023/05/11/nepal-reports-30-new-covid-19-cases
 "
